dir	base	stage	s_p	s_l	eta	ADJ	ADV	AUX	NNS	NOUNP	ROOT	VERB	VERBP	VOC	ADJP	ADPP	ADVP	DETDEF	DETP	DETS	INTJP	JJDEF	JJS	NNDEF	NUMP	PARTP	PRONDEF	PRONS	SBAR	SCONJP	SQ	WHADVP	WHNP	WHQP	CCONJP
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	03	0.001	0.001	0.005	0.950238	0.882266	0.694125	0.852091	0.685693	0.149934	0.661807	0.653213	0.436103							0.640945								0.476803		0.628554		0.505983		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	04	0.001	0.001	0.005	0.950238	0.882266	0.449679	0.852091	0.698717	0.096429	0.219822	0.55534	0.397415							0.637702								0.444395		0.625276		0.502891		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p001	MMM1and2	05	0.001	0.001	0.005	0.631518	0.316594	0.724622	0.109554	0.547038	0.074482	0.349674	0.418954	0.532483	0.361854	0.275568	0.485514	0.317587	0.539053	0.005617	0.596414	0.033291	0.017998	0.04267	0.324399	0.632802	0.06025	0.015165	0.032767		0.662775	0.308196	0.486469	0.14559	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.001	0.01	0.005	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.001	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.43454	0.376701	0.662157	0.567538	0.39973							0.701047														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.001	0.01	0.005	0.950238	0.882266	0.694125	0.852091	0.690128	0.150753	0.661955	0.649457	0.429289							0.640138								0.472126		0.631258		0.505809		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.001	0.01	0.005	0.950238	0.882266	0.464539	0.852091	0.69847	0.095878	0.227767	0.553614	0.393588							0.637583								0.447138		0.623531		0.502782		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p005__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.001	0.01	0.005	0.632743	0.318658	0.72033	0.110566	0.547484	0.0757	0.356499	0.419485	0.529789	0.363025	0.276403	0.487324	0.316564	0.537161	0.005731	0.59604	0.032866	0.017589	0.042551	0.325858	0.631741	0.060608	0.015165	0.03326		0.663667	0.30903	0.488054	0.146287	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	01	0.001	0.01	0.01	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	02	0.001	0.01	0.01	0.950238	0.882266	0.694125	0.852091	0.43454	0.376701	0.662157	0.567538	0.39973							0.701047														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	03	0.001	0.01	0.01	0.950238	0.882266	0.694125	0.852091	0.690127	0.150748	0.661955	0.649456	0.429308							0.640137								0.472124		0.631247		0.505809		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	04	0.001	0.01	0.01	0.950238	0.882266	0.464508	0.852091	0.698495	0.095885	0.227749	0.553621	0.393599							0.637578								0.447167		0.623534		0.502783		0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p001__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p01__nbmin-0p1__lex-from-prev__ls-0p01	MMM1and2	05	0.001	0.01	0.01	0.632743	0.318659	0.720329	0.110566	0.547485	0.075699	0.356498	0.419485	0.529788	0.363024	0.276403	0.487325	0.316475	0.537163	0.005728	0.59604	0.032867	0.017589	0.042551	0.325858	0.631742	0.060258	0.015164	0.033255		0.663667	0.30902	0.488053	0.146273	0.0
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	01	0.01	0.1	0.001	0.950238	0.882266	0.694125	0.852091		0.970292	0.920867									0.744322														
stages_bg_stages_morphtok_mv_BGMTI1_BGMTI2_BGMTI3_BGMTI4_BGMTI5__ps-0p01__bias-0p1__cb-0p1__nbm-lhs-parsed__nbe-0p001__nbmin-0p1__lex-from-prev__ls-0p1	MMM1and2	02	0.01	0.1	0.001	0.950238	0.882266	0.694125	0.852091	0.434977	0.376716	0.662449	0.567703	0.403422							0.698247														
